Aque_Archaeo_1;Scil_0	Aque_Archaeo_1;Scil_0_pval1	Aque_Archaeo_1;Scil_0_pval2	Aque_Archaeo_1;Scil_10	Aque_Archaeo_1;Scil_10_pval1	Aque_Archaeo_1;Scil_10_pval2	Aque_Archaeo_1;Scil_2	Aque_Archaeo_1;Scil_2_pval1	Aque_Archaeo_1;Scil_2_pval2	Aque_Archaeo_1;Scil_3	Aque_Archaeo_1;Scil_3_pval1	Aque_Archaeo_1;Scil_3_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Archaeo_1;Scil_4	Aque_Archaeo_1;Scil_4_pval1	Aque_Archaeo_1;Scil_4_pval2	Aque_Archaeo_1;Scil_5	Aque_Archaeo_1;Scil_5_pval1	Aque_Archaeo_1;Scil_5_pval2	Aque_Archaeo_1;Scil_8	Aque_Archaeo_1;Scil_8_pval1	Aque_Archaeo_1;Scil_8_pval2	Aque_Archaeo_1;Scil_9	Aque_Archaeo_1;Scil_9_pval1	Aque_Archaeo_1;Scil_9_pval2	Aque_Choano_to_pinaco;Scil_15	Aque_Choano_to_pinaco;Scil_15_pval1	Aque_Choano_to_pinaco;Scil_15_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_0	Aque_Choanocytes_2;Scil_0_pval1	Aque_Choanocytes_2;Scil_0_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Choanocytes_2;Scil_11	Aque_Choanocytes_2;Scil_11_pval1	Aque_Choanocytes_2;Scil_11_pval2	Aque_Choanocytes_2;Scil_13	Aque_Choanocytes_2;Scil_13_pval1	Aque_Choanocytes_2;Scil_13_pval2	Aque_Choanocytes_2;Scil_16	Aque_Choanocytes_2;Scil_16_pval1	Aque_Choanocytes_2;Scil_16_pval2	Aque_Choanocytes_2;Scil_2	Aque_Choanocytes_2;Scil_2_pval1	Aque_Choanocytes_2;Scil_2_pval2	Aque_Choanocytes_2;Scil_20	Aque_Choanocytes_2;Scil_20_pval1	Aque_Choanocytes_2;Scil_20_pval2	Aque_Choanocytes_2;Scil_3	Aque_Choanocytes_2;Scil_3_pval1	Aque_Choanocytes_2;Scil_3_pval2	Aque_Choanocytes_2;Scil_6	Aque_Choanocytes_2;Scil_6_pval1	Aque_Choanocytes_2;Scil_6_pval2	Aque_Choanocytes_2;Scil_7	Aque_Choanocytes_2;Scil_7_pval1	Aque_Choanocytes_2;Scil_7_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2
Aque_Aqu2.1.37974-001;Scil_g13124	2.4185485011480635e-14	5.0473100795997714e-11	Aque_Aqu2.1.43837-001;Scil_g11217	1.1210704729117143e-102	3.2661032254693935e-09							Aque_Aqu2.1.18087-001;Scil_g6946	5.622543966129217e-113	4.805608760781418e-33	Aque_Aqu2.1.40224-001;Scil_g11001	3.315866519983422e-112	6.197040524160817e-34	Aque_Aqu2.1.07543-001;Scil_g9250	5.249550863120593e-114	8.608756882245051e-59	Aque_Aqu2.1.37762-001;Scil_g10909	1.6015037883301053e-113	1.4920277812909865e-25	Aque_Aqu2.1.40905-001;Scil_g3180	9.527533673684782e-19	0.0068237415641267205																																								Aque_Aqu2.1.41892-001;Scil_g2609	5.2142493076430264e-14	4.899467216959548e-35			
Aque_Aqu2.1.06465-001;Scil_g13584	1.1423349568697603e-06	1.7273177650110448e-06	Aque_Aqu2.1.18813-001;Scil_g2370	1.5941414811933208e-143	1.002222768105565e-10							Aque_Aqu2.1.25378-001;Scil_g10648	3.4926863395162285e-66	1.7091277535270563e-29	Aque_Aqu2.1.19270-001;Scil_g3638	3.5649902187242884e-79	6.323510666914789e-25	Aque_Aqu2.1.40224-001;Scil_g11001	3.315866519983422e-112	2.2211286544007835e-54	Aque_Aqu2.1.44014-001;Scil_g8313	1.3224867554283511e-120	7.487766455253768e-14	Aque_Aqu2.1.43995-001;Scil_g7247	0.0011706263356069905	1.835919467419676e-06																																								Aque_Aqu2.1.27224-001;Scil_g2125	5.542768429070787e-13	8.586817729591137e-06			
Aque_Aqu2.1.44322-001;Scil_g8502	8.465724691870346e-08	0.0001125842595486595	Aque_Aqu2.1.28816-001;Scil_g12156	1.0840523851845123e-95	0.0003336632426161369							Aque_Aqu2.1.18867-001;Scil_g1791	2.2639624801972363e-67	1.2393264487057163e-24	Aque_Aqu2.1.37974-001;Scil_g13124	2.4185485011480635e-14	5.025262881940858e-26	Aque_Aqu2.1.37762-001;Scil_g10909	1.6015037883301053e-113	1.4332134140768212e-55	Aque_Aqu2.1.44322-001;Scil_g8502	8.465724691870346e-08	3.900938968952003e-14	Aque_Aqu2.1.36579-001;Scil_g2206	1.3401575227138799e-05	0.008491320247283619																																								Aque_Aqu2.1.29496-001;Scil_g208	0.0005693519180481434	0.0007807904053612592			
Aque_Aqu2.1.41260-001;Scil_g10372	1.638108573287336e-99	4.182197422728708e-06	Aque_Aqu2.1.32930-001;Scil_g9250	7.663138857997222e-90	3.990057683318061e-07							Aque_Aqu2.1.31156-001;Scil_g3115	2.318635514291666e-106	1.9052396997285373e-25	Aque_Aqu2.1.26243-001;Scil_g10351	1.5830287265807447e-24	8.419839001558344e-31	Aque_Aqu2.1.41195-001;Scil_g8806	1.6646534696328347e-107	9.512399600537748e-60	Aque_Aqu2.1.37974-001;Scil_g13124	2.4185485011480635e-14	4.7010770451932086e-21	Aque_Aqu2.1.43440-001;Scil_g3916	2.966613490803621e-57	0.005369350349491335																																								Aque_Aqu2.1.28223-001;Scil_g2609	1.3844036382592803e-13	4.899467216959548e-35			
Aque_Aqu2.1.43837-001;Scil_g11217	1.1210704729117143e-102	7.031620451575667e-11	Aque_Aqu2.1.28078-001;Scil_g13124	6.696460884889418e-10	2.827258149001122e-07							Aque_Aqu2.1.31383-001;Scil_g5475	9.523828346058124e-51	6.830955559382154e-13	Aque_Aqu2.1.25378-001;Scil_g10648	3.4926863395162285e-66	2.731164709689598e-28	Aque_Aqu2.1.41260-001;Scil_g10372	1.638108573287336e-99	2.215038609504181e-65	Aque_Aqu2.1.22254-001;Scil_g899	1.7812566036149077e-133	3.5051377776433094e-12	Aque_Aqu2.1.39784-001;Scil_g8784	1.5219993781510476e-58	0.0002651182373152537																																								Aque_Aqu2.1.35197-001;Scil_g12865	1.2879642783987652e-05	1.7423819084919963e-10			
Aque_Aqu2.1.26243-001;Scil_g10351	1.5830287265807447e-24	1.0750028497526998e-11	Aque_Aqu2.1.26243-001;Scil_g10351	1.5830287265807447e-24	1.0434172648269722e-06							Aque_Aqu2.1.33543-001;Scil_g2483	2.8949349109542336e-49	6.549457678977496e-31	Aque_Aqu2.1.44322-001;Scil_g8502	8.465724691870346e-08	6.826417300204483e-22	Aque_Aqu2.1.44322-001;Scil_g8502	8.465724691870346e-08	6.285446890746963e-69	Aque_Aqu2.1.26243-001;Scil_g10351	1.5830287265807447e-24	1.085398765841042e-14	Aque_Aqu2.1.28194-001;Scil_g8784	1.444625855187625e-59	0.0002651182373152537																																								Aque_Aqu2.1.41692-001;Scil_g11208	0.0001319903308633703	3.6264886828622354e-38			
Aque_Aqu2.1.18813-001;Scil_g2370	1.5941414811933208e-143	6.0645879119682976e-21	Aque_Aqu2.1.07543-001;Scil_g9250	5.249550863120593e-114	3.990057683318061e-07							Aque_Aqu2.1.26235-001;Scil_g10351	2.948099927086428e-09	4.705000651757418e-29	Aque_Aqu2.1.07543-001;Scil_g9250	5.249550863120593e-114	4.1373330780167935e-17	Aque_Aqu2.1.28485-001;Scil_g3011	1.600190302654529e-116	3.0681923564616005e-45	Aque_Aqu2.1.25378-001;Scil_g10648	3.4926863395162285e-66	1.4447379148200845e-22	Aque_Aqu2.1.42204-001;Scil_g4454	1.3945913874113773e-13	0.0058539690226123535																																								Aque_Aqu2.1.41049-001;Scil_g13539	0.007200126607303983	1.6160642433650672e-60			
Aque_Aqu2.1.43964-001;Scil_g12296	2.812363658409223e-98	0.0014786282723364549	Aque_Aqu2.1.41195-001;Scil_g8806	1.6646534696328347e-107	0.0034962194896498316							Aque_Aqu2.1.26386-001;Scil_g3151	1.5137191822064672e-111	2.329752217838099e-27	Aque_Aqu2.1.35984-001;Scil_g126	5.373579406054885e-86	1.3788308138597304e-18	Aque_Aqu2.1.24263-001;Scil_g13234	6.882511556510769e-115	1.130488708969864e-66	Aque_Aqu2.1.41195-001;Scil_g8806	1.6646534696328347e-107	2.133035859959718e-17	Aque_Aqu2.1.42546-001;Scil_g6498	3.5093384982538397e-07	7.920116868350879e-06																																								Aque_Aqu2.1.33443-001;Scil_g2609	4.986367745258103e-05	4.899467216959548e-35			
Aque_Aqu2.1.35077-001;Scil_g1925	1.9812419822161078e-144	2.712662381125601e-08	Aque_Aqu2.1.41308-001;Scil_g4911	4.0631799851115316e-122	1.3917087498778264e-09							Aque_Aqu2.1.32930-001;Scil_g9250	7.663138857997222e-90	4.9213180426735996e-29	Aque_Aqu2.1.39934-001;Scil_g898	4.277056854050607e-115	3.1181823353106053e-31	Aque_Aqu2.1.31383-001;Scil_g6171	9.523828346058124e-51	7.224585969744619e-17	Aque_Aqu2.1.41308-001;Scil_g4911	4.0631799851115316e-122	8.020356386861775e-28	Aque_Aqu2.1.40997-001;Scil_g8299	2.3806102975701186e-10	1.5517683950655508e-05																																								Aque_Aqu2.1.41653-001;Scil_g8832	5.400992414490759e-06	6.810477483205047e-09			
Aque_Aqu2.1.24263-001;Scil_g13234	6.882511556510769e-115	3.5532478333336825e-05	Aque_Aqu2.1.26684-001;Scil_g9100	5.16651150424784e-114	3.4139365581545695e-13							Aque_Aqu2.1.41195-001;Scil_g8806	1.6646534696328347e-107	3.532694777869304e-32	Aque_Aqu2.1.31383-001;Scil_g6171	9.523828346058124e-51	1.8799084512343173e-07	Aque_Aqu2.1.12182-001;Scil_g126	8.042327751520662e-114	3.6306081640342108e-62	Aque_Aqu2.1.06465-001;Scil_g13584	1.1423349568697603e-06	6.073181293138957e-14	Aque_Aqu2.1.34889-001;Scil_g928	5.140233485381033e-67	4.6778555603329e-06																																								Aque_Aqu2.1.41049-001;Scil_g130	0.007200126607303983	2.5764296468008397e-54			
Aque_Aqu2.1.19270-001;Scil_g3638	3.5649902187242884e-79	0.00031590728095961336	Aque_Aqu2.1.35984-001;Scil_g126	5.373579406054885e-86	1.0557160727415847e-05							Aque_Aqu2.1.21251-001;Scil_g6498	4.624562609038775e-08	1.4914290361385531e-33	Aque_Aqu2.1.18867-001;Scil_g1791	2.2639624801972363e-67	6.21750578193695e-20	Aque_Aqu2.1.19270-001;Scil_g3638	3.5649902187242884e-79	3.126620641303029e-66	Aque_Aqu2.1.12182-001;Scil_g126	8.042327751520662e-114	1.0973840682262227e-15	Aque_Aqu2.1.24985-001;Scil_g9168	2.648227574502731e-19	0.00547239122845304																																								Aque_Aqu2.1.43674-001;Scil_g5780	4.20083387372124e-06	9.523472070261023e-52			
Aque_Aqu2.1.39147-001;Scil_g10727	2.5070991514612063e-37	7.997099558511204e-15	Aque_Aqu2.1.43964-001;Scil_g12296	2.812363658409223e-98	0.006504362151927693							Aque_Aqu2.1.28078-001;Scil_g13124	6.696460884889418e-10	1.5503120334201774e-32	Aque_Aqu2.1.14207-001;Scil_g3151	4.846865897652857e-15	3.337269753797986e-14	Aque_Aqu2.1.26243-001;Scil_g10351	1.5830287265807447e-24	1.801680273604697e-70	Aque_Aqu2.1.24263-001;Scil_g13234	6.882511556510769e-115	2.156350327239463e-08	Aque_Aqu2.1.24541-001;Scil_g8569	2.344168441479099e-143	4.028550266669323e-08																																								Aque_Aqu2.1.41331-001;Scil_g480	0.00283942250833063	4.9500489656182e-14			
Aque_Aqu2.1.33636-001;Scil_g4533	1.2164548748428428e-123	4.804774652979508e-09	Aque_Aqu2.1.18688-001;Scil_g8353	1.5079384116635895e-120	1.887827910038745e-08							Aque_Aqu2.1.14207-001;Scil_g3151	4.846865897652857e-15	2.329752217838099e-27	Aque_Aqu2.1.39147-001;Scil_g10727	2.5070991514612063e-37	1.4935894335352493e-27	Aque_Aqu2.1.42789-001;Scil_g6184	5.664896642085612e-163	3.370548361046537e-49	Aque_Aqu2.1.41260-001;Scil_g10372	1.638108573287336e-99	1.2882547760750843e-10	Aque_Aqu2.1.21070-001;Scil_g11267	3.312065753504341e-07	2.3540169995218933e-11																																													
Aque_Aqu2.1.28078-001;Scil_g13124	6.696460884889418e-10	5.0473100795997714e-11	Aque_Aqu2.1.33636-001;Scil_g4533	1.2164548748428428e-123	2.6282221011498477e-07							Aque_Aqu2.1.33636-001;Scil_g4533	1.2164548748428428e-123	1.9195602170903987e-28	Aque_Aqu2.1.12657-001;Scil_g9127	2.9043498226616313e-98	1.9180281398608468e-25	Aque_Aqu2.1.32930-001;Scil_g9250	7.663138857997222e-90	8.608756882245051e-59	Aque_Aqu2.1.40224-001;Scil_g11001	3.315866519983422e-112	2.642671527300501e-25	Aque_Aqu2.1.37888-001;Scil_g2206	1.1074993725506151e-05	0.008491320247283619																																													
Aque_Aqu2.1.32930-001;Scil_g9250	7.663138857997222e-90	9.225972791626216e-05	Aque_Aqu2.1.04943-001;Scil_g6390	1.7992188705826774e-46	0.0004426183608297867							Aque_Aqu2.1.35077-001;Scil_g1925	1.9812419822161078e-144	1.1931758511331472e-30	Aque_Aqu2.1.41195-001;Scil_g8806	1.6646534696328347e-107	1.497982654793258e-28	Aque_Aqu2.1.31194-001;Scil_g2893	9.479286352586293e-109	4.1790469793471275e-67	Aque_Aqu2.1.31194-001;Scil_g2893	9.479286352586293e-109	6.604752979739573e-05	Aque_Aqu2.1.28194-001;Scil_g10793	1.444625855187625e-59	0.0038274748429859853																																													
Aque_Aqu2.1.07543-001;Scil_g9250	5.249550863120593e-114	9.225972791626216e-05	Aque_Aqu2.1.22535-001;Scil_g10318	7.166399470023436e-67	9.464405989639034e-20							Aque_Aqu2.1.31194-001;Scil_g2893	9.479286352586293e-109	2.7336384862294577e-28	Aque_Aqu2.1.41308-001;Scil_g4911	4.0631799851115316e-122	1.186165049932623e-35	Aque_Aqu2.1.22535-001;Scil_g10318	7.166399470023436e-67	7.821326770216505e-50	Aque_Aqu2.1.28570-001;Scil_g9100	6.837768357397875e-22	4.5460056120501133e-64	Aque_Aqu2.1.37818-001;Scil_g8569	1.1042169105070999e-65	4.028550266669323e-08																																													
Aque_Aqu2.1.18867-001;Scil_g1791	2.2639624801972363e-67	1.0991542737376063e-10	Aque_Aqu2.1.26225-001;Scil_g8003	1.4585812166144586e-112	0.003900190863728813							Aque_Aqu2.1.43964-001;Scil_g12296	2.812363658409223e-98	2.023509819452198e-30	Aque_Aqu2.1.18813-001;Scil_g2370	1.5941414811933208e-143	1.482034420039412e-28	Aque_Aqu2.1.28647-001;Scil_g9629	1.7976193812861958e-143	1.044665942443564e-42	Aque_Aqu2.1.33543-001;Scil_g2483	2.8949349109542336e-49	2.4743737086392722e-17	Aque_Aqu2.1.37121-001;Scil_g2819	2.3401256518012982e-05	0.0012092077076257333																																													
Aque_Aqu2.1.12182-001;Scil_g126	8.042327751520662e-114	3.2501189209134817e-07	Aque_Aqu2.1.18087-001;Scil_g6946	5.622543966129217e-113	9.548750729128278e-05							Aque_Aqu2.1.36280-001;Scil_g11065	3.288773730928107e-103	2.189092483020785e-34	Aque_Aqu2.1.41260-001;Scil_g10372	1.638108573287336e-99	1.588417199705642e-13	Aque_Aqu2.1.33636-001;Scil_g4533	1.2164548748428428e-123	7.797763909075695e-53	Aque_Aqu2.1.07543-001;Scil_g9250	5.249550863120593e-114	4.679867173450839e-10	Aque_Aqu2.1.37527-001;Scil_g2206	3.012591765827895e-10	0.008491320247283619																																													
Aque_Aqu2.1.41195-001;Scil_g8806	1.6646534696328347e-107	1.620013444434782e-09	Aque_Aqu2.1.37082-001;Scil_g9294	2.1405282321111328e-32	0.0005604984985741648							Aque_Aqu2.1.18692-001;Scil_g3716	1.8143969612667923e-88	8.940732873518671e-24	Aque_Aqu2.1.31194-001;Scil_g2893	9.479286352586293e-109	4.64292107913646e-13	Aque_Aqu2.1.41308-001;Scil_g4911	4.0631799851115316e-122	1.5477669986671432e-64	Aque_Aqu2.1.32930-001;Scil_g9250	7.663138857997222e-90	4.679867173450839e-10	Aque_Aqu2.1.42605-001;Scil_g6760	9.509180868415106e-59	6.689046699577236e-06																																													
Aque_Aqu2.1.26235-001;Scil_g10351	2.948099927086428e-09	1.0750028497526998e-11	Aque_Aqu2.1.26235-001;Scil_g10351	2.948099927086428e-09	1.0434172648269722e-06							Aque_Aqu2.1.12854-001;Scil_g6390	8.308052623456065e-109	1.0199996880480351e-25	Aque_Aqu2.1.23412-001;Scil_g10318	1.0708553104955673e-10	3.553319866193591e-117	Aque_Aqu2.1.35077-001;Scil_g1925	1.9812419822161078e-144	6.0278276567541066e-71	Aque_Aqu2.1.22535-001;Scil_g10318	7.166399470023436e-67	1.0643507007288056e-31	Aque_Aqu2.1.21251-001;Scil_g6498	4.624562609038775e-08	7.920116868350879e-06																																													
Aque_Aqu2.1.41308-001;Scil_g4911	4.0631799851115316e-122	4.079618096962501e-15	Aque_Aqu2.1.28647-001;Scil_g9629	1.7976193812861958e-143	5.20777561014077e-06							Aque_Aqu2.1.28485-001;Scil_g3011	1.600190302654529e-116	2.3206749395402484e-24	Aque_Aqu2.1.32930-001;Scil_g9250	7.663138857997222e-90	4.1373330780167935e-17	Aque_Aqu2.1.31156-001;Scil_g3115	2.318635514291666e-106	1.6986442456646085e-63	Aque_Aqu2.1.35984-001;Scil_g126	5.373579406054885e-86	1.0973840682262227e-15	Aque_Aqu2.1.29526-001;Scil_g6102	4.1378039240497674e-50	1.4384318509827973e-08																																													
Aque_Aqu2.1.35984-001;Scil_g126	5.373579406054885e-86	3.2501189209134817e-07	Aque_Aqu2.1.39147-001;Scil_g10727	2.5070991514612063e-37	4.4024662440568134e-10							Aque_Aqu2.1.13985-001;Scil_g10648	0.007557710813279713	1.7091277535270563e-29	Aque_Aqu2.1.12182-001;Scil_g126	8.042327751520662e-114	1.3788308138597304e-18	Aque_Aqu2.1.39147-001;Scil_g10727	2.5070991514612063e-37	8.874507497459804e-51	Aque_Aqu2.1.18087-001;Scil_g6946	5.622543966129217e-113	1.9443880064660386e-12	Aque_Aqu2.1.35102-001;Scil_g13155	1.0235518336439858e-13	0.00108610380115498																																													
Aque_Aqu2.1.18087-001;Scil_g6946	5.622543966129217e-113	5.859780357073901e-06	Aque_Aqu2.1.31388-001;Scil_g5475	0.0006755546556821743	1.1315464773577559e-16							Aque_Aqu2.1.42490-001;Scil_g10912	3.576635191646024e-93	2.5603986800769806e-31	Aque_Aqu2.1.18087-001;Scil_g6946	5.622543966129217e-113	4.194659854269045e-23	Aque_Aqu2.1.18813-001;Scil_g2370	1.5941414811933208e-143	8.039283064270192e-46	Aque_Aqu2.1.37082-001;Scil_g9294	2.1405282321111328e-32	2.1168801538703186e-30	Aque_Aqu2.1.43276-001;Scil_g9048	1.0182416073641277e-129	3.542389512272324e-05																																													
Aque_Aqu2.1.31156-001;Scil_g3115	2.318635514291666e-106	0.0010319331161782648	Aque_Aqu2.1.36280-001;Scil_g3164	3.288773730928107e-103	3.395884945542444e-11							Aque_Aqu2.1.04943-001;Scil_g6390	1.7992188705826774e-46	1.0199996880480351e-25	Aque_Aqu2.1.31156-001;Scil_g3115	2.318635514291666e-106	1.9874244980301546e-15	Aque_Aqu2.1.33693-001;Scil_g3594	2.272650030560976e-17	1.5503061382583601e-105	Aque_Aqu2.1.26235-001;Scil_g10351	2.948099927086428e-09	1.085398765841042e-14	Aque_Aqu2.1.43623-001;Scil_g8784	2.967833146368427e-22	0.0002651182373152537																																													
Aque_Aqu2.1.28647-001;Scil_g9629	1.7976193812861958e-143	1.1892682469653484e-09	Aque_Aqu2.1.05055-001;Scil_g6010	3.25953972638231e-05	2.3418321173038007e-07							Aque_Aqu2.1.35984-001;Scil_g126	5.373579406054885e-86	6.353586959225678e-28	Aque_Aqu2.1.33636-001;Scil_g4533	1.2164548748428428e-123	4.647802748272642e-20	Aque_Aqu2.1.14207-001;Scil_g3151	4.846865897652857e-15	1.4093258886650166e-79	Aque_Aqu2.1.43964-001;Scil_g12296	2.812363658409223e-98	3.445921597730826e-08	Aque_Aqu2.1.31578-001;Scil_g3074	8.586407622992138e-19	1.346508945983536e-07																																													
Aque_Aqu2.1.14207-001;Scil_g3151	4.846865897652857e-15	0.00515175187978701	Aque_Aqu2.1.42490-001;Scil_g10912	3.576635191646024e-93	5.276356383236125e-06							Aque_Aqu2.1.18813-001;Scil_g2370	1.5941414811933208e-143	2.3016984929402203e-16	Aque_Aqu2.1.43964-001;Scil_g12296	2.812363658409223e-98	3.346497122749445e-21	Aque_Aqu2.1.04943-001;Scil_g6390	1.7992188705826774e-46	7.02771997417453e-39	Aque_Aqu2.1.28078-001;Scil_g13124	6.696460884889418e-10	4.7010770451932086e-21	Aque_Aqu2.1.29134-001;Scil_g3738	2.8373595677325286e-12	0.00016005913854869318																																													
Aque_Aqu2.1.22535-001;Scil_g7553	7.166399470023436e-67	9.133444795757553e-80	Aque_Aqu2.1.12854-001;Scil_g6390	8.308052623456065e-109	0.0004426183608297867							Aque_Aqu2.1.39147-001;Scil_g10727	2.5070991514612063e-37	5.3790944061414885e-31	Aque_Aqu2.1.42490-001;Scil_g10912	3.576635191646024e-93	2.1681651407318145e-16	Aque_Aqu2.1.37082-001;Scil_g9294	2.1405282321111328e-32	1.3628430822872695e-110	Aque_Aqu2.1.14207-001;Scil_g3151	4.846865897652857e-15	1.0859840233832854e-07	Aque_Aqu2.1.35749-001;Scil_g2045	1.2546820677197086e-26	3.006903699878e-06																																													
Aque_Aqu2.1.37082-001;Scil_g9294	2.1405282321111328e-32	7.398452149228935e-27	Aque_Aqu2.1.23412-001;Scil_g10318	1.0708553104955673e-10	9.464405989639034e-20							Aque_Aqu2.1.36579-001;Scil_g2206	1.3401575227138799e-05	1.789730753399385e-35	Aque_Aqu2.1.28647-001;Scil_g9629	1.7976193812861958e-143	1.665705154764232e-18	Aque_Aqu2.1.28078-001;Scil_g13124	6.696460884889418e-10	3.1083459192893426e-80	Aque_Aqu2.1.33636-001;Scil_g4533	1.2164548748428428e-123	1.8708960727415162e-13	Aque_Aqu2.1.18089-001;Scil_g10793	2.3222255630625573e-12	0.0038274748429859853																																													
Aque_Aqu2.1.37748-001;Scil_g13124	0.006868279958800548	5.0473100795997714e-11	Aque_Aqu2.1.22535-001;Scil_g7553	7.166399470023436e-67	4.986251481251046e-12							Aque_Aqu2.1.26225-001;Scil_g8003	1.4585812166144586e-112	3.1244419571910374e-33	Aque_Aqu2.1.26235-001;Scil_g10351	2.948099927086428e-09	8.419839001558344e-31	Aque_Aqu2.1.26235-001;Scil_g10351	2.948099927086428e-09	1.801680273604697e-70	Aque_Aqu2.1.27063-001;Scil_g1476	3.201242607069932e-92	4.640606366961899e-21	Aque_Aqu2.1.31383-001;Scil_g6478	9.523828346058124e-51	2.8224428709090352e-08																																													
Aque_Aqu2.1.23412-001;Scil_g10318	1.0708553104955673e-10	1.9050675754389048e-121	Aque_Aqu2.1.25405-001;Scil_g8993	2.7610085691748473e-15	0.0004803308010437986							Aque_Aqu2.1.37527-001;Scil_g2206	3.012591765827895e-10	1.789730753399385e-35	Aque_Aqu2.1.28078-001;Scil_g13124	6.696460884889418e-10	5.025262881940858e-26	Aque_Aqu2.1.27063-001;Scil_g1476	3.201242607069932e-92	1.536142534863774e-40	Aque_Aqu2.1.28647-001;Scil_g9629	1.7976193812861958e-143	1.0437985872802362e-12	Aque_Aqu2.1.03528-001;Scil_g2790	2.524224078298844e-07	5.8011316007930236e-05																																													
Aque_Aqu2.1.42490-001;Scil_g10912	3.576635191646024e-93	6.190445712745466e-05	Aque_Aqu2.1.33693-001;Scil_g3594	2.272650030560976e-17	1.0220743222184018e-12							Aque_Aqu2.1.39108-001;Scil_g1492	1.5603924607670408e-114	6.717614844397946e-34	Aque_Aqu2.1.26225-001;Scil_g8003	1.4585812166144586e-112	1.944877142584509e-23	Aque_Aqu2.1.37748-001;Scil_g13124	0.006868279958800548	3.1083459192893426e-80	Aque_Aqu2.1.22535-001;Scil_g7553	7.166399470023436e-67	8.211209747719209e-32	Aque_Aqu2.1.38735-001;Scil_g283	3.575419685973744e-06	1.646819472511749e-08																																													
Aque_Aqu2.1.26225-001;Scil_g8003	1.4585812166144586e-112	1.3408848379056449e-05	Aque_Aqu2.1.13985-001;Scil_g10648	0.007557710813279713	1.3616407310954638e-07							Aque_Aqu2.1.28194-001;Scil_g2206	1.444625855187625e-59	1.789730753399385e-35	Aque_Aqu2.1.27063-001;Scil_g1476	3.201242607069932e-92	5.80260888617779e-25	Aque_Aqu2.1.12854-001;Scil_g6390	8.308052623456065e-109	7.02771997417453e-39	Aque_Aqu2.1.26225-001;Scil_g8003	1.4585812166144586e-112	2.700078951419934e-12	Aque_Aqu2.1.37095-001;Scil_g6760	1.7138617390298075e-107	6.689046699577236e-06																																													
Aque_Aqu2.1.27063-001;Scil_g1476	3.201242607069932e-92	1.1397925882342014e-20	Aque_Aqu2.1.37748-001;Scil_g13124	0.006868279958800548	2.827258149001122e-07							Aque_Aqu2.1.26684-001;Scil_g1710	5.16651150424784e-114	1.5967687352963646e-35	Aque_Aqu2.1.37748-001;Scil_g13124	0.006868279958800548	5.025262881940858e-26	Aque_Aqu2.1.26225-001;Scil_g8003	1.4585812166144586e-112	1.2299980963726166e-56	Aque_Aqu2.1.31388-001;Scil_g5475	0.0006755546556821743	7.0699733600357465e-34	Aque_Aqu2.1.37888-001;Scil_g10793	1.1074993725506151e-05	0.0038274748429859853																																													
Aque_Aqu2.1.18688-001;Scil_g8353	1.5079384116635895e-120	5.0900683689193115e-11	Aque_Aqu2.1.27063-001;Scil_g1476	3.201242607069932e-92	3.975678425832362e-09							Aque_Aqu2.1.29989-001;Scil_g3256	4.122966021694138e-114	2.5683729046325867e-34	Aque_Aqu2.1.12854-001;Scil_g6390	8.308052623456065e-109	8.166174865366622e-08	Aque_Aqu2.1.18087-001;Scil_g6946	5.622543966129217e-113	2.8112824585617733e-57	Aque_Aqu2.1.33693-001;Scil_g3594	2.272650030560976e-17	1.852306813508915e-26	Aque_Aqu2.1.29892-001;Scil_g2790	0.00882540214751287	5.8011316007930236e-05																																													
Aque_Aqu2.1.31388-001;Scil_g5475	0.0006755546556821743	8.67769501557812e-118	Aque_Aqu2.1.40808-001;Scil_g272	9.744230663720027e-132	3.876758372998896e-15							Aque_Aqu2.1.33572-001;Scil_g3476	5.668642400668365e-139	2.3462958050422503e-31	Aque_Aqu2.1.18688-001;Scil_g8353	1.5079384116635895e-120	1.9697118969794207e-21	Aque_Aqu2.1.35984-001;Scil_g126	5.373579406054885e-86	3.6306081640342108e-62	Aque_Aqu2.1.23412-001;Scil_g10318	1.0708553104955673e-10	1.0643507007288056e-31	Aque_Aqu2.1.25578-001;Scil_g9048	9.46692299568766e-12	3.542389512272324e-05																																													
